,title,price,like,view,article,category,location,link
613,애플워치 팝니다,777,4,81,생일 선물로 받은 애플워치 입니다 . 그 날 한번 끼고 사용 한번도 안했습니다 !! 정말이고 충전기랑 줄 다 있습니다 연락주세요 가격은 번개톡 주세요 터무니 없는 가격은 연락 안받도록 하겠습니다 나름 열려 있으니 양심 있게 해주세요~~ 교환 문의 하지말아주시용,웨어러블(워치),전국,https://m.bunjang.co.kr/products/183862816?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
614,애플워치se 44mm 스그,"260,000",21,754,"사놓고 사용을 안 해서 내놔요
살때 구성품 다 있고 생활기스 거의 없어요
사진 더 보고싶은 분은 번개톡 주세요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184384421?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
615,애플워치 40.44 스트랩,"5,000",3,99,"1) 애플워치se 40 블랙 스포츠 정품 -10000
2) 애플워치se 44 아이보리 - 5000
3) 애플워치se 40 메탈 - 10000
4) 애플워치se 44 베이지루프 - 5000
5) 애플워치se 44 핑크 스포츠 정품 -10000
6) 애플워치se 40 고동색(갈색) - 10000

40과 44제품 다 있어서 잘 확인 후 구매바랍니다.
거의 다 중고감 많이 없습니다 구매 후 둔 방치(?) 했습니다.
중고 제품 특성 상 환불이 불가합니다 ^^",웨어러블(워치),서울특별시 도봉구 쌍문제3동,https://m.bunjang.co.kr/products/187592413?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
616,애플워치,"100,000",2,152,"애플워치2 42mm
하자:없음

사용감있음

개당15,000원
기기:70,000원
직거래가능
택배가능(착불)",웨어러블(워치),경기도 남양주시 퇴계원면,https://m.bunjang.co.kr/products/187588601?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
617,애플워치 퓨어 플래티넘 정품 스트랩,"40,000",0,34,"개봉만한 미사용 제품이에요!
애플워치 사면서 받은
퓨어 플래티넘 정품 스트랩이에요
다른 스트랩을 사용하고 있어서
한번도 사용하지 않았어용
상태 완전 좋고 깨끗해요!
필요하신분 연락주세요
",케이스/보호필름/액세서리,전국,https://m.bunjang.co.kr/products/187586917?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
618,애플워치7 실버 스테인리스 셀룰러 41mm(애플케어ㅇ),"700,000",30,1739,"애플워치7 실버 스테인리스 셀룰러 41mm(애플케어)

구입하자마자 보호필름 붙여놓고 떨어트린적없습니다~
워치밴드는미포함이고 원하시면 정품은 아니고 제가 가지고있는 인조가죽으로된 밴드 드릴구있어요:)

잠실역 오금역 개롱역 방이역 거래가능
성수역 직거래가능",기타(모바일),서울특별시 송파구 오금동,https://m.bunjang.co.kr/products/174268263?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
619,애플워치 4 44mm 스그 gps 미국판,"190,000",6,409,"애플워치 4 44mm 스페이스그레이 gps형
잔기스 있습니다.
미국판이고 안되는 기능 없습니다
군대 때문에 사용안하는데 시세 계속 내려가서 휴가 때 처분합니다",웨어러블(워치),경기도 수원시 영통구 영통2동,https://m.bunjang.co.kr/products/170581334?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
620,애플워치 스트랩,"5,000",6,119,"38-40 사이즈
개당가격입니당 
두개씩잇음
새상품",케이스/보호필름/액세서리,대구광역시 수성구 중동,https://m.bunjang.co.kr/products/156817818?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
621,애플워치 악세사리 일괄,"55,000",0,19,"베이지 가죽 스트랩-15.800
실버 체인 스트랩-12.300
스타라이트 하드 케이스-9.800
풀커버 보호필름-12.900+2500
투명 백커버-6.900
블랙 범퍼 실리콘 케이스-8.900
서비스- 스트랩 길이 조절기
총 69.100원어치를 55.000원에 판매합니다
애플워치 41mm 사이즈 악세사리 일괄 판매 합니다
다른 워치와 호환가능 
한번도 쓴적없는 새상품입니다
사이즈 마지막 참고 
쿨거래시 택포 5.5

번페가능 
교환 환불 안돼요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184348553?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
622,애플와치6 44mm 실버 밀레니즈 루프 (셀룰러),"500,000",2,103,"
애플워치 6
실버 스테인리스 스틸 케이스
실버 밀레니즈 루프

추가 구성품(추가 비용 들어감)
미드나이트/유칼립투스 스포츠 밴드 3만원
나이키 밴드 3만원",웨어러블(워치),부산광역시 동래구 안락제1동,https://m.bunjang.co.kr/products/187522464?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
623,애플워치7 45mm 나이키,"350,000",2,402,"벽에 살짝 긁혔습니다 
화면 켜질때나 AOD상태에서 기스가 잘 안 보이지만 싸게 내놓습니다
에케플 없고 풀박입니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/187541215?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
624,애플워치 40mm - 44mm 7만원,"70,000",3,171,"40mm 있고 44mm도 같이 있습니다

가격 : 7만원 입니다

직거래 - 안전거래 다 가능합니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184920354?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
625,애플워치 40mm - 44mm 7만원,"70,000",3,171,"40mm 있고 44mm도 같이 있습니다

가격 : 7만원 입니다

직거래 - 안전거래 다 가능합니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184920354?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
626,애플워치 스포츠 루프 44mm 정품,"42,000",1,61,"애플워치 정품이고요 44mm 입니다
미사용 신품입니다
경북 구미인고요 택배비포함 안전하게 보내드내드려요",웨어러블(워치),대구광역시 서구 비산2.3동,https://m.bunjang.co.kr/products/187528332?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
627,애플워치6 44mm 40mm 팝니다,"300,000",7,407,"애플워치6 40mm, 44mm 판매합니다.
상태는 매우 훌륭하며 풀박스 구성입니다.

GPS 모델이고 기기상태는 사진과 같습니다.
대부분 거의 사용하지 않은 새제품입니다.
배터리 효율 100%입니다.
 

판매금액은 

애플워치6 40mm 골드 알루미늄 : 31만원

애플워치6 40mm 실버 알루미늄 (판매완료)

애플워치6 44mm 스페이스 그레이 (판매완료)




동탄, 병점, 기산동 인근에서 직거래합니다.

가능하면 직거래위주였으면 좋겠구요~

택배거래는 노클레임, 노리턴조건이며
착불발송 혹은 5000원 추가입금해주시면 우체국택배 선불로 발송드립니다.
원하실경우 발송전 실사 찍어드립니다.

 

***-****-**** 입니다. 이쪽으로 문자나 전화주시면 되요~

 

혹시라도 업무중이라 전화를 못받는 경우가 있으면 문자남겨주세요~

문자확인후 바로 연락드리도록 하겠습니다.~

판매완료되면 판매완료로 표기하도록 하겠습니다. 아직 글이 있으면 판매중이니 많은 연락바랍니다.^^

 

그럼 좋은 하루 되세요~",웨어러블(워치),경기도 화성시 진안동,https://m.bunjang.co.kr/products/185448061?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
628,애플워치6 40mm 골드 알루미늄 저렴하게 팝니다.,"280,000",8,132,"안녕하세요.
애플워치6 40mm 골드 알루미늄 저렴하게 팝니다.

제품은 깨끗하고 사용량 많지 않습니다. 
(배터리 효율 : 100%)
생활 기스 하나 없이 깨끗한 상태입니다. 사용하시는데 전혀 불편함이 없으실꺼에요~

스트랩과 충전기 함께 드립니다.
(박스는 없어요~)

동탄, 기산동 인근에서 거래 가능하십니다
***-****-**** 로 연락주세요~",웨어러블(워치),경기도 화성시 진안동,https://m.bunjang.co.kr/products/187493555?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
629,애플워치7 S급 풀박스 판매합니다.,"430,000",3,80,"구매는 롯데백화점에 있는 willy애플스토어에서 4월8일날 하였고 화면 보호필름을 부착하여 사용해서 아무 기스 자국 등 없습니다.
스테인리스 밴드도 같이 드립니다
연락주세요! 쿨거시 40에 드립니다.",웨어러블(워치),전라남도 여수시 시전동,https://m.bunjang.co.kr/products/187510727?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
630,애플워치7 45mm gps 미드나이트 팝니다,"430,000",1,70,"애플워치7 45mm 미드나이트 팝니다.
 어떠한 기스도 흠집도 없으며 액정 상하단에 자가재생필름 붙혀놧습니다. 

스트랩은 뜯지도 않았습니다.

구성품 - 본체, 정품 충전기,뜯지 않은 정품 스트랩",웨어러블(워치),충청북도 음성군 감곡면,https://m.bunjang.co.kr/products/187291861?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
631,(새상품)애플워치 se 스포츠 스트랩 38mm 40mm,"5,000",3,125,"새상품

로즈골드 
애플워치 색상이랑 같은 색상의 
스트랩이여서 자연스럽고 고급집니다.

38mm / 40mm

* 반값택배 가능합니다. 
",여성 시계,경기도 성남시 분당구 야탑1동,https://m.bunjang.co.kr/products/187504314?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
632,(새상품) 애플워치 슬림실리콘스트랩 밴드 핫핑크색상 판매합니다.,"5,900",9,91,"안녕하세요?^^ 애플워치 슬림 실리콘스트랩 밴드 판매합니다.
상태 : 새상품
색상 : 핫핑크
사이즈 : 38/40 42/44mm 전사이즈호환
택배비 : 3000원
평일 오후3시이전 구매시 당일발송해드립니다^^",기타 액세서리,경기도 포천시 내촌면,https://m.bunjang.co.kr/products/165780838?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
633,(새상품) 애플워치 슬림실리콘스트랩 밴드 블랙 색상 판매합니다.,"5,900",5,154,"안녕하세요?^^ 애플워치 슬림 실리콘스트랩 밴드 판매합니다.
상태 : 새상품
색상 : 블랙
사이즈 : 38/40 42/44mm 전사이즈호환
택배비 : 3000원
평일 오후3시이전 구매시 당일발송해드립니다^^",패션 액세서리,경기도 포천시 내촌면,https://m.bunjang.co.kr/products/165780117?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
634,(새상품) 애플워치 악어가죽 슬림 밴드 브라운색상 판매합니다.,"8,900",4,73,"⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡

안녕하세요?^^ 애플워치 악어가죽 슬림밴드 판매합니다.
상태 : 새상품
색상 : 브라운
사이즈 : 38/40/41mm 42/44/45mm 전사이즈호환
택배비 : 3000원
평일 오후3시이전 구매시 당일발송해드립니다.

⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡",패션 액세서리,경기도 포천시 내촌면,https://m.bunjang.co.kr/products/167534257?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
635,(새상품) 애플워치 밀레니즈루프 블랙색상 판매합니다.,"6,900",3,207,"⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡

안녕하세요?^^ 애플워치 밀레니즈루프 판매합니다.
상태 : 새상품
색상 : 블랙
사이즈 : 38/40/41mm 42/44/45mm 전사이즈호환
택배비 : 3000원
평일 오후3시이전 구매시 당일발송해드립니다.

⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡",기타 액세서리,경기도 포천시 내촌면,https://m.bunjang.co.kr/products/167533901?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
636,애플워치 se 40mm 로즈골드,"280,000",4,102,"구매는 3 개월전에 했지만 착용은 한 달 정도 했습니다 
편하게 연락 주세요 ㅜㅜㅜㅜ ",웨어러블(워치),대전광역시 서구 도마1동,https://m.bunjang.co.kr/products/187485216?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
637,애플워치 se 44,"280,000",8,145,"애플워치 se 44
사용감 없고 사진과 같이 아주 멀쩡합니다. 
새상품 급이에요. 
구매하고 6번 정도 사용했습니다. 
사용을 안 해서 판매합니다. 
배터리 성능 100% 입니다. 
시계줄이랑 케이스 충전기 모두 다 드려요. ",웨어러블(워치),경기도 화성시 향남읍,https://m.bunjang.co.kr/products/187419513?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
638,애플워치 스트랩 긴줄,"20,000",0,19,"한번도 안썻고 반쪽이에요 그리고 긴줄
이고 44미리 
정품입니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/187290207?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
639,애플워치7 45mm GPS,"350,000",29,645,산지 일주일정도 되었고 별 필요없어서 급처합니다,웨어러블(워치),충청남도 서산시 해미면,https://m.bunjang.co.kr/products/187473007?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
640,애플워치7 블루 41mm,"350,000",3,118,10회 미만 착용 하자x 기스x 배터리 효율 99,웨어러블(워치),전국,https://m.bunjang.co.kr/products/187462599?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
641,애플워치 se 40mm,"300,000",0,92,"5번?도 안찬 거 같아요 메탈 스트랩이랑 c타입 충전기도 드려요 박스도 있습니다

택배비 +3000",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184914949?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
642,애플워치SE 40mm gps + Apple care+,"280,000",2,110,"
📍애플워치SE 40mm gps 실버 + Apple care플러스(보험) + 애플워치 충전기

📍구매한지 아직 1년 덜 된 상품이구요
보시다시피 쿠팡에서 애플케어플러스(보험)까지 구매했어용

액정필름 붙이고 사용했고 상태 괜찮아요
예민하신분은 피해주세요

회사때문에 셀룰러 버전으로 재구매 하려고 팝니다",웨어러블(워치),인천광역시 남동구 논현1동,https://m.bunjang.co.kr/products/184944546?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
643,애플워치 메탈 스트랩,"10,000",3,23,"38/40MM 전용 스트랩입니다

정통 메탈 스트랩보다 가벼워보여서 여름에 착용하기 좋아요 

길이 조절 쉽고 끝부분 자석 처리 돼 있어서 줄 안 덜렁거려서 착용하기 편합니다

사고 시착 한 번 해보고 끼고 나간적은 없어유 

팔목이 엄청나게 얇아보임 ㄷ ㄷ (진짜로) ",케이스/보호필름/액세서리,서울특별시 노원구 공릉2동,https://m.bunjang.co.kr/products/187454090?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
644,"애플워치 se ,7  매입합니다",100,2,736,"팔다지친아이템만. 
중고가아니고 매입가로만 매입합니다
 가격찔러주시면 협의할게요😀
상태사진 산날짜 기본정보들만 연락으로주세용
그래야 수월하게 매입가능🟢🔴🔵🟣",스마트폰,전국,https://m.bunjang.co.kr/products/175183265?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
645,애플워치 se 44미리,"250,000",1,104,"애플워치 se 44미리 gps 판매합니다
상태 양호하고 에눌 가능합니다
색상은 로즈 골드 핑크 이고 풀박스 (충전기 포함) 입니다",웨어러블(워치),서울특별시 강남구 도곡2동,https://m.bunjang.co.kr/products/187452291?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
646,애플워치 7 41mm,"330,000",4,256,"착용 횟수는 5번인데 화면에 기스 조금 있습니다!
하지만 성능은 완전 새제품이고 실버 색상입니다!
환불x 쿨거시 택포❤️
",웨어러블(워치),경기도 군포시 대야동,https://m.bunjang.co.kr/products/187148169?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
647,애플워치 3세대,"140,000",0,92,애플워치 3세대고 생활 기스 사진에 보이는 것만큼 아주 조금 있어용 배터리 성능도 100%고 상태 아주 좋아요 !! 충전기도 있고 기본 스트랩도 있어용 연락 주세요 !!,웨어러블(워치),충청북도 제천시 용두동,https://m.bunjang.co.kr/products/187442553?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
648,애플워치7,100,2,91,"2022 애플워치7
기회 놓치지 말자!!
단독 진행
가격 ❌
공짜 ⭕
blog.naver.com/countingstar236

#애플워치7 #애플워치 #애플 #갤럭시워치 #시계 #무료나눔애플워치7 #애플워치 #애플 #갤럭시워치 #시계 #무료나눔",웨어러블(워치),전국,https://m.bunjang.co.kr/products/187442210?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
649,애플워치 나이키 7,"390,000",2,121,"애플워치 7 나이키 45mm GPS 인거 팝니다
돈이 급하기도하고 불을 비춰야보이는 잔 기스들도 있어서 싸게 팔아요 직거래도 가능합니다 풀박스로 드려용 ~",웨어러블(워치),경기도 안양시 동안구 범계동,https://m.bunjang.co.kr/products/187299427?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
650,애플워치 se40mm 실버 셀룰러 버전 aa급,"230,000",105,831,"se 40mm 풀박스 화이트 스포츠 밴드입니다.
사진 보시면 아시겠지만 상태 완전 굳!!
베터리 100% , 줄은 개봉만 해본 미사용품입니다.
잘 안 쓰게 되서 판매합니다.
연락주세요 ~",웨어러블(워치),전국,https://m.bunjang.co.kr/products/187433707?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
651,애플워치 se 44mm,"300,000",0,76,사진 보이는상태 그대로 입니다,웨어러블(워치),충청남도 천안시 서북구 부성2동,https://m.bunjang.co.kr/products/187433143?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
652,애플워치 se 44mm 스페이스그레이,"280,000",3,179,"구매한지 1주일 된 상품입니다.
애플워치랑 맞지않아 판매합니다.
잔기스도 없는 아주 깨끗한 상태입니다.
에눌은 정중하게 사양합니다.
",웨어러블(워치),서울특별시 은평구 응암제2동,https://m.bunjang.co.kr/products/187005983?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
